stationName,Province,Climate.ID,Station.ID,WMO.ID,TC.ID,Latitude..Decimal.Degrees.,Longitude..Decimal.Degrees.,Latitude,Longitude,Elevation..m.,First.Year,Last.Year,HLY.First.Year,HLY.Last.Year,DLY.First.Year,DLY.Last.Year,MLY.First.Year,MLY.Last.Year
BACHELORS ISLAND MARINE,MANITOBA,5040131,10882,71143,WBL,51.75,-99.9,514500000,-995400000,255.9,1994,2012,1994,2012,1994,2012,1996,2004
DAUPHIN A,MANITOBA,5040680,3780,NA,PDH,51.1,-100.05,510600000,-1000300000,304.5,1942,2013,1980,2013,1942,2010,1942,2007
DAUPHIN CS,MANITOBA,5040681,26866,71550,WZT,51.1,-100.06,510601400,-1000324800,304.5,1995,2023,1995,2020,1995,2023,2000,2007
DAUPHIN,MANITOBA,5040689,48868,71036,YDN,51.1,-100.05,510603000,-1000309000,304.5,2010,2023,2010,2020,2010,2023,NA,NA
DELTA MARSH CS,MANITOBA,5040764,3783,71563,ZUG,50.18,-98.38,501057500,-982256100,248.4,1967,2011,1980,2011,1967,2011,1967,2007
GYPSUMVILLE,MANITOBA,5041229,3802,NA,,51.67,-98.73,514000000,-984400000,265.2,1966,1987,1980,1987,1966,1980,1966,1980
MCCREARY,MANITOBA,5043158,3853,71149,WOO,50.71,-99.53,504243001,-993148003,351,1971,2023,1980,2020,1971,2023,1971,2007
OAKPOINT MARINE,MANITOBA,504K0NM,10881,71144,WOJ,50.5,-98.04,502958044,-980212030,249.6,1994,2023,1994,2020,1994,2023,1996,2007
SWAN RIVER RCS,MANITOBA,504K80K,10188,71443,WEQ,52.11,-101.23,520653900,-1011358500,334.8,1993,2023,1993,2020,1993,2023,1996,2007
FLIN FLON,MANITOBA,5050919,10213,71954,WFO,54.68,-101.68,544100000,-1014100000,303.9,1994,2023,1994,2020,1996,2023,1996,2007
FLIN FLON A,MANITOBA,5050960,3858,NA,YFO,54.68,-101.68,544100000,-1014100000,303.9,1954,2017,1980,2017,1968,2017,1968,2007
FLIN FLON A,MANITOBA,5050961,52578,NA,YFO,54.68,-101.68,544041000,-1014055000,304.2,2014,2023,2014,2020,NA,NA,NA,NA
FLIN FLON A,MANITOBA,5050973,52961,NA,YFO,54.68,-101.68,544041000,-1014055000,304.2,2014,2023,2014,2020,2018,2023,NA,NA
HUNTERS POINT MARINE,MANITOBA,5051311,10885,NA,WHH,53.03,-100.93,530139000,-1005605000,256.1,1994,2005,1994,2005,1994,2005,1996,2004
THE PAS A,MANITOBA,5052880,3864,71867,YQD,53.97,-101.1,535800000,-1010600000,270.36,1943,2014,1980,2014,1943,2014,1943,2014
THE PAS A,MANITOBA,5052881,52438,NA,YQD,53.97,-101.09,535817000,-1010528000,270.6,2014,2018,2014,2018,2014,2018,NA,NA
THE PAS A,MANITOBA,5052882,54279,71867,YQD,53.97,-101.09,535817000,-1010528000,270.6,2016,2023,2016,2020,2018,2023,NA,NA
THE PAS CLIMATE,MANITOBA,5052890,43983,71695,PQD,53.97,-101.1,535800000,-1010600000,274,2005,2023,2005,2020,2005,2023,2007,2007
CHURCHILL A,MANITOBA,5060595,48969,71618,YYQ,58.74,-94.07,584421000,-940359000,29.3,2010,2023,2010,2020,2010,2023,NA,NA
CHURCHILL A,MANITOBA,5060600,3871,NA,YYQ,58.74,-94.07,584421000,-940359000,29.26,1943,2012,1980,2012,1943,2008,1943,2007
CHURCHILL AWOS,MANITOBA,5060601,47408,NA,,58.74,-94.06,584414000,-940326000,28.7,2008,2010,2008,2010,2008,2010,NA,NA
CHURCHILL A,MANITOBA,5060605,50148,71618,YYQ,58.74,-94.07,584421000,-940359000,29.3,2012,2023,2012,2020,2018,2023,NA,NA
CHURCHILL CLIMATE,MANITOBA,5060608,44244,71696,PYQ,58.73,-94.07,584400000,-940400000,28.5,2005,2023,2005,2020,2005,2023,2005,2007
CROSS LAKE JENPEG 2,MANITOBA,5060622,54658,71106,PJP,54.54,-98.03,543223000,-980149000,218.8,2017,2023,2017,2020,2017,2023,NA,NA
CROSS LAKE JENPEG,MANITOBA,5060623,3875,NA,,54.54,-98.03,543223000,-980149000,218.8,1972,2018,1980,2018,1972,2017,1972,2007
GILLAM,MANITOBA,5060999,10217,NA,WGX,56.36,-94.7,562132028,-944215024,145.3,1994,2023,1994,2020,1996,2023,1996,2007
GILLAM A,MANITOBA,5061001,3878,71912,YGX,56.36,-94.71,562127000,-944238000,145.1,1970,2014,1980,2014,1970,2014,1970,2014
GILLAM A,MANITOBA,5061022,52758,71912,YGX,56.36,-94.71,562128000,-944239000,145.1,2014,2023,2014,2020,2014,2023,NA,NA
GILLAM A,MANITOBA,5061025,53698,NA,YGX,56.36,-94.71,562128000,-944239000,145.1,2015,2023,2015,2020,2018,2023,NA,NA
ISLAND LAKE A,MANITOBA,5061374,54278,71145,YIV,53.86,-94.65,535126000,-943913000,235.3,2016,2023,2016,2020,2018,2023,NA,NA
ISLAND LAKE A,MANITOBA,5061375,53398,NA,YIV,53.86,-94.65,535126000,-943913000,235.3,2015,2021,2015,2020,2015,2021,NA,NA
ISLAND LAKE A,MANITOBA,5061376,3880,71145,YIV,53.85,-94.65,535100000,-943900000,235.6,1970,2015,1980,2015,1970,2015,1970,2015
ISLAND LAKE (AUT),MANITOBA,5061377,7327,NA,,53.87,-94.67,535200000,-944000000,239.3,1979,1986,1980,1986,NA,NA,NA,NA
KELSEY DAM CS,MANITOBA,5061422,29533,71572,ZKD,56.04,-96.51,560215000,-963035000,182.9,2000,2023,2000,2020,2000,2023,2000,2007
LYNN LAKE,MANITOBA,5061645,48588,71078,YYL,56.86,-101.08,565150000,-1010434000,356.6,2010,2023,2010,2020,2010,2023,NA,NA
LYNN LAKE A,MANITOBA,5061646,3887,NA,,56.86,-101.08,565150000,-1010434000,356.6,1959,2005,1980,2005,1968,2005,1968,2005
LYNN LAKE,MANITOBA,5061648,44085,NA,PNK,56.86,-101.08,565150000,-1010434000,356.6,2005,2014,2005,2014,2005,2014,2005,2007
LYNN LAKE RCS,MANITOBA,5061649,48728,71632,PLE,56.85,-101.07,565100420,-1010400005,354.2,2010,2023,2010,2020,2010,2023,NA,NA
NORWAY HOUSE,MANITOBA,5062040,48951,71410,YNE,53.96,-97.84,535730000,-975039000,223.7,2010,2023,2010,2020,2010,2023,NA,NA
NORWAY HOUSE,MANITOBA,5062045,44083,NA,,53.97,-97.85,535800000,-975100000,223.7,2005,2010,2005,2010,2005,2010,2005,2007
TADOULE LAKE,MANITOBA,5062835,48972,71272,YBQ,58.71,-98.51,584222000,-983044000,281.3,2011,2023,2011,2020,2011,2023,NA,NA
TADOULE LAKE CS,MANITOBA,5062840,30475,71334,XBQ,58.72,-98.5,584257000,-983006000,262.01,2000,2023,2000,2020,2000,2023,2000,2007
THOMPSON A,MANITOBA,5062921,53118,71079,YTH,55.8,-97.86,554817000,-975145000,224,2013,2023,2013,2020,2013,2023,NA,NA
THOMPSON A,MANITOBA,5062922,3905,71079,YTH,55.8,-97.86,554812000,-975145000,224.03,1967,2014,1980,2014,1967,2014,1967,2007
NORWAY HOUSE A,MANITOBA,506B047,3868,NA,,53.95,-97.85,535700000,-975100000,223.7,1973,2005,1980,2005,1973,2005,1973,2005
ATTAWAPISKAT A,ONTARIO,6010400,52918,71653,YAT,52.93,-82.43,525539000,-822555000,9.1,2015,2023,2015,2020,2015,2023,NA,NA
BIG TROUT LAKE A,ONTARIO,6010735,49488,71675,YTL,53.82,-89.9,534904000,-895349000,222.5,2011,2023,2011,2020,2011,2023,NA,NA
BIG TROUT LAKE,ONTARIO,6010738,3914,NA,,53.83,-89.87,535000000,-895200000,224.1,1939,1992,1980,1992,1939,1992,1939,1992
BIG TROUT LAKE READAC,ONTARIO,6010739,10804,NA,TBL,53.82,-89.9,534856000,-895344000,222.2,1992,2013,1992,2013,1992,2013,NA,NA
BIG TROUT LAKE,ONTARIO,6010740,50857,71208,OTL,53.82,-89.89,534858000,-895330000,222.5,2012,2023,2012,2020,2012,2023,NA,NA
EAR FALLS (AUT),ONTARIO,6012199,27865,71295,XEA,50.63,-93.22,503750000,-931317000,362.6,1999,2023,1999,2020,1999,2023,1999,2006
FORT SEVERN A,ONTARIO,6012500,45447,NA,YER,56.02,-87.68,560108000,-874034000,15.8,2006,2013,2006,2013,2006,2013,NA,NA
FORT SEVERN A,ONTARIO,6012501,51219,71099,YER,56.02,-87.68,560108000,-874034000,15.8,2013,2023,2013,2020,2013,2023,NA,NA
LANSDOWNE HOUSE,ONTARIO,6014350,3919,NA,,52.23,-87.88,521400000,-875300000,254.5,1941,1989,1980,1989,1941,1989,1941,1989
LANSDOWNE HOUSE A,ONTARIO,6014351,51237,NA,YLH,52.2,-87.93,521144000,-875603000,254.2,2013,2023,2013,2020,2018,2023,NA,NA
LANSDOWNE HOUSE (AUT),ONTARIO,6014353,10244,71846,WLF,52.2,-87.94,521146000,-875610000,253.4,1992,2023,1992,2020,1992,2023,2000,2006
LANSDOWNE HOUSE A,ONTARIO,6014355,43910,NA,YLH,52.2,-87.94,521145000,-875610000,254.2,2005,2013,2005,2013,NA,NA,NA,NA
MUSKRAT DAM A,ONTARIO,6015025,44483,71755,ZMD,53.44,-91.76,532629000,-914546000,277.7,2005,2012,2005,2012,2006,2012,NA,NA
MUSKRAT DAM,ONTARIO,6015026,50722,71678,ZMD,53.44,-91.76,532629000,-914546000,277.7,2012,2023,2012,2020,2012,2023,NA,NA
PEAWANUCK (AUT),ONTARIO,6016295,10197,71434,WWN,54.98,-85.43,545900000,-852600000,52.7,1994,2023,1994,2020,1994,2023,2003,2006
PEAWANUCK A,ONTARIO,6016298,52878,NA,YPO,54.99,-85.44,545917000,-852636000,52.7,2014,2023,2014,2020,2018,2023,NA,NA
PICKLE LAKE (AUT),ONTARIO,6016525,3920,71835,WPL,51.45,-90.22,512657001,-901304007,390.8,1930,2023,1980,2020,1930,2023,1930,2006
PICKLE LAKE A,ONTARIO,6016527,3921,71845,YPL,51.45,-90.21,512647000,-901251000,386.2,1990,2012,1990,2012,1990,2012,1990,2012
PICKLE LAKE A,ONTARIO,6016528,52418,NA,YPL,51.45,-90.21,512647000,-901251000,386.2,2013,2023,2013,2020,2018,2023,NA,NA
PICKLE LAKE A,ONTARIO,6016529,50478,71845,YPL,51.45,-90.21,512647000,-901251000,386.2,2012,2019,2012,2019,2012,2018,NA,NA
RED LAKE A,ONTARIO,6016970,50248,71854,YRL,51.07,-93.79,510402000,-934735000,385.9,2012,2023,2012,2020,2012,2018,NA,NA
RED LAKE A,ONTARIO,6016971,52419,NA,YRL,51.07,-93.79,510402000,-934735000,385.9,2013,2023,2013,2020,2018,2023,NA,NA
RED LAKE,ONTARIO,6016974,10900,NA,,51.07,-93.8,510400000,-934800000,383.1,1994,1994,1994,1994,NA,NA,NA,NA
RED LAKE A,ONTARIO,6016975,3923,71854,YRL,51.07,-93.79,510401000,-934735000,385.88,1930,2012,1980,2012,1930,2012,1930,2012
SANDY LAKE,ONTARIO,6017400,45088,NA,,53.06,-93.34,530351000,-932040000,289.9,2006,2012,2006,2012,2006,2012,NA,NA
SANDY LAKE A,ONTARIO,6017401,50723,71587,ZSJ,53.06,-93.34,530351000,-932040000,289.9,2012,2023,2012,2020,2012,2023,NA,NA
WINISK (AUT),ONTARIO,6019549,7578,NA,,55.23,-85.12,551400000,-850700000,13,1981,1986,1981,1986,NA,NA,NA,NA
EKWAN RIVER (AUT),ONTARIO,601BKEK,10910,NA,,53.82,-84.92,534900000,-845500000,96,1994,1995,1994,1995,NA,NA,NA,NA
SEVERN RIVER (AUT),ONTARIO,601P68B,10726,NA,,55.38,-88.33,552300000,-882000000,56.4,1994,1995,1994,1995,NA,NA,NA,NA
ATIKOKAN,ONTARIO,6020379,3929,NA,,48.75,-91.62,484500000,-913700000,395.3,1966,1988,1980,1988,1966,1988,1966,1988
ATIKOKAN (AUT),ONTARIO,6020LPQ,10220,71747,WCH,48.76,-91.63,484540000,-913741000,389.3,1994,2023,1994,2020,2000,2023,2005,2006
FORT FRANCES RCS,ONTARIO,6022474,46507,71962,TAG,48.65,-93.44,483904000,-932620002,342,2007,2023,2007,2020,2007,2023,NA,NA
DRYDEN A,ONTARIO,6032119,3953,NA,YHD,49.83,-92.75,495000000,-924500000,412.7,1969,2005,1980,2005,1970,2005,1970,2004
DRYDEN A (AUT),ONTARIO,6032120,29368,NA,,49.83,-92.74,494954000,-924439000,412.7,1999,2010,1999,2010,1999,2010,2004,2006
DRYDEN REGIONAL,ONTARIO,6032125,48869,71527,YHD,49.83,-92.74,494939000,-924439000,412.7,2010,2023,2010,2020,2010,2023,NA,NA
KENORA RCS,ONTARIO,6034073,47307,71151,TKR,49.79,-94.38,494726000,-942240000,412.7,2008,2023,2008,2020,2008,2023,NA,NA
KENORA A,ONTARIO,6034075,3960,71850,YQK,49.79,-94.37,494725005,-942155003,409.65,1938,2013,1980,2013,1938,2013,1938,2013
KENORA A,ONTARIO,6034076,51137,71850,YQK,49.79,-94.36,494718000,-942147000,409.7,2013,2023,2013,2020,2013,2023,NA,NA
RAWSON LAKE (AUT),ONTARIO,6036907,30455,71855,TRA,49.66,-93.73,493951001,-934358002,435,2003,2023,2003,2020,2003,2023,NA,NA
ROYAL ISLAND (AUT),ONTARIO,6037201,10899,71859,WTX,49.47,-94.76,492807000,-944547000,329,1994,2022,1994,2020,2016,2022,NA,NA
SIOUX LOOKOUT A,ONTARIO,6037775,3969,NA,,50.12,-91.9,500700000,-915400000,383.1,1938,2013,1980,2013,1938,2013,1938,2013
SIOUX LOOKOUT A,ONTARIO,6037776,51138,71842,YXL,50.11,-91.91,500651000,-915429000,383.1,2013,2023,2013,2020,2013,2023,NA,NA
SIOUX LOOKOUT AIRPORT,ONTARIO,6037800,54605,73017,OSL,50.11,-91.91,500651000,-915420000,338.1,2018,2023,2018,2020,2018,2023,NA,NA
ARMSTRONG (AUT),ONTARIO,6040325,3987,71841,WYW,50.29,-88.91,501737000,-885419000,322.5,1938,2023,1980,2020,1938,2023,1938,1982
ARMSTRONG (AUT),ONTARIO,6040326,7581,NA,,50.3,-89.03,501800000,-890200000,350.5,1994,1995,1994,1995,1994,1995,NA,NA
ARMSTRONG A,ONTARIO,6040327,52900,NA,YYW,50.29,-88.91,501725000,-885435000,322.5,2015,2023,2015,2020,2018,2023,NA,NA
CAMERON FALLS (AUT),ONTARIO,6041110,27674,71291,XCA,49.15,-88.34,490914000,-882041000,232.6,1998,2023,1998,2020,1998,2023,1998,2006
CARIBOU ISLAND (AUT),ONTARIO,6041222,7582,71433,WCI,47.33,-85.83,472000000,-855000000,187,1993,2023,1993,2020,1993,2023,NA,NA
GERALDTON,ONTARIO,6042715,4002,NA,,49.7,-86.95,494200000,-865700000,330.7,1967,1981,1980,1981,1967,1981,1967,1981
GERALDTON A,ONTARIO,6042716,4003,NA,YGQ,49.78,-86.93,494658090,-865550050,348.4,1981,2015,1981,2015,1981,2015,1981,2015
GERALDTON A,ONTARIO,6042717,53519,NA,YGQ,49.78,-86.94,494643000,-865619000,348.4,2015,2022,2015,2020,2015,2022,NA,NA
GERALDTON A,ONTARIO,6042718,54240,71834,YGQ,49.78,-86.99,494643000,-865919000,348.4,2016,2023,2016,2020,2018,2023,NA,NA
GERALDTON AIRPORT,ONTARIO,6042719,54858,73071,OGE,49.78,-86.93,494651276,-865556352,340,2018,2023,2018,2020,2018,2023,NA,NA
MARATHON AIRPORT,ONTARIO,6044961,4027,NA,YSP,48.76,-86.34,484520000,-862040000,315.5,1988,2007,1988,2007,1988,1999,1988,1999
MARATHON A,ONTARIO,6044962,46527,NA,YSP,48.76,-86.34,484519000,-862040000,314.55,2007,2014,2007,2014,NA,NA,NA,NA
MARATHON A,ONTARIO,6044963,52338,NA,YSP,48.76,-86.35,484526000,-862045000,314.6,2014,2023,2014,2020,NA,NA,NA,NA
MARATHON A,ONTARIO,6044967,53138,NA,YSP,48.76,-86.35,484526000,-862045000,314.6,2014,2023,2014,2020,2018,2023,NA,NA
MARIE LOUISE LAKE,ONTARIO,6044974,27291,NA,WLK,48.37,-88.8,482200000,-884800000,239.9,1997,1997,1997,1997,NA,NA,NA,NA
BATTLE ISLAND,ONTARIO,6046285,26859,NA,WMF,48.75,-87.55,484500000,-873300000,197,1994,1997,1994,1997,NA,NA,NA,NA
PUKASKWA (AUT),ONTARIO,6046767,10918,71750,WCJ,48.59,-86.29,483518000,-861741000,207.6,1994,2012,1994,2012,1996,2012,2005,2006
PUKASKWA (AUT),ONTARIO,6046768,49848,71750,WCJ,48.61,-86.29,483628000,-861714000,191.5,2011,2023,2011,2020,2011,2023,NA,NA
TERRACE BAY A,ONTARIO,6048231,7593,NA,,48.82,-87.1,484900000,-870600000,289.6,1994,2007,1994,2007,1996,2007,1996,2006
TERRACE BAY AIRPORT,ONTARIO,6048232,54606,73018,OTR,48.82,-87.09,484856054,-870530041,290,2017,2023,2017,2020,2018,2023,NA,NA
TERRACE BAY(AUT),ONTARIO,6048235,32393,NA,ZTJ,48.82,-87.1,484900000,-870600000,289.6,2002,2007,2002,2007,2003,2006,2003,2006
THUNDER BAY,ONTARIO,6048260,49389,71072,YQT,48.37,-89.32,482219000,-891918000,199.3,2012,2023,2012,2020,2012,2023,NA,NA
THUNDER BAY A,ONTARIO,6048261,4055,NA,YQT,48.37,-89.33,482210000,-891938038,199,1941,2012,1980,2012,1941,2004,1941,2004
THUNDER BAY A,ONTARIO,6048262,50132,NA,YQT,48.37,-89.32,482219000,-891918000,199.3,2012,2023,2012,2020,2018,2023,NA,NA
THUNDER BAY CS,ONTARIO,6048268,30682,71667,ZTB,48.37,-89.33,482210000,-891938000,199.4,2000,2023,2000,2020,2003,2023,2003,2006
TROWBRIDGE (AUT),ONTARIO,6048955,7977,NA,WAB,48.3,-88.87,481800000,-885200000,218,1994,2000,1994,2000,1994,2000,NA,NA
UPSALA (AUT),ONTARIO,6049095,4057,71435,WDV,49.03,-90.47,490200000,-902800000,488.5,1972,2023,1980,2020,1973,2023,1972,2006
WELCOME ISLAND (AUT),ONTARIO,6049443,4061,71751,WEC,48.37,-89.12,482209000,-890710000,211.4,1967,2023,1980,2020,1967,2023,1967,1985
LITTLE FLATLAND ISLAND (AUT),ONTARIO,6049470,43104,71468,WKK,49.69,-88.31,494124000,-881821000,261,2005,2023,2005,2020,2005,2023,NA,NA
BIG THUNDER,ONTARIO,604I261,26860,NA,,48.28,-89.38,481700000,-892300000,298.8,1995,1995,1995,1995,NA,NA,NA,NA
KATATOTA ISLAND (AUT),ONTARIO,604M002,10664,71468,WKK,49.71,-88.33,494247000,-881956000,261,1994,2006,1994,2006,1996,2006,NA,NA
NORTHERN ONTARIO EER,ONTARIO,604S001,26912,NA,XQT,48.43,-89.22,482600000,-891300000,NA,2001,2022,2001,2020,2018,2022,NA,NA
ELLIOT LAKE A,ONTARIO,6052259,7595,NA,YEL,46.35,-82.56,462105000,-823341000,331.3,1994,2012,1994,2012,1995,2012,1995,2011
LAKE SUPERIOR PROVINCIAL PARK,ONTARIO,6054425,51958,71640,TLS,47.72,-84.81,474323000,-844851000,400.62,2013,2023,2013,2020,2013,2023,NA,NA
MONTREAL RIVER (AUT),ONTARIO,6055378,41595,NA,ZGJ,47.25,-84.6,471450000,-843545000,534.9,2000,2007,2000,2007,2003,2006,2003,2006
SAULT STE MARIE A,ONTARIO,6057591,50092,71260,YAM,46.49,-84.51,462906000,-843035000,192,2012,2023,2012,2020,2012,2023,NA,NA
SAULT STE MARIE A,ONTARIO,6057592,4093,71260,YAM,46.48,-84.51,462900000,-843034000,192,1945,2012,1980,2012,1945,2012,1945,2012
SAULT STE. MARIE AIRPORT,ONTARIO,6057593,54838,73070,OSM,46.48,-84.52,462841000,-843100000,187,2019,2023,2019,2020,2019,2023,NA,NA
WAWA A,ONTARIO,6059407,52818,71738,YXZ,47.97,-84.79,475801000,-844711000,287.7,2014,2023,2014,2020,2014,2018,NA,NA
WAWA (AUT),ONTARIO,6059408,4102,NA,WXZ,47.97,-84.78,475800000,-844700000,287.1,1940,2015,1980,2015,1940,2006,1940,2006
WAWA A,ONTARIO,6059413,52998,NA,YXZ,47.97,-84.79,475801000,-844711000,287.7,2014,2023,2014,2020,2018,2023,NA,NA
WAWA A,ONTARIO,6059D09,4099,NA,,47.97,-84.78,475800000,-844700000,287.1,1977,2014,1980,2014,1977,2014,1977,2014
KILLARNEY (AUT),ONTARIO,605DJ25,8997,71460,WBE,45.97,-81.48,455800000,-812900000,196.3,1992,2023,1992,2020,1992,2023,NA,NA
CHAPLEAU A,ONTARIO,6061361,4111,NA,,47.82,-83.35,474912000,-832048000,448.06,1978,2015,1980,2015,1978,2015,1978,2015
CHAPLEAU A,ONTARIO,6061362,53602,71642,YLD,47.82,-83.35,474913000,-832049000,448.1,2015,2023,2015,2020,2015,2018,NA,NA
CHAPLEAU A,ONTARIO,6061365,53603,NA,YLD,47.82,-83.35,474913000,-832049000,448.1,2015,2023,2015,2020,2018,2023,NA,NA
SUDBURY CLIMATE,ONTARIO,6068145,49508,71733,TSB,46.63,-80.8,463756090,-804746080,348,2011,2023,2011,2020,2011,2023,NA,NA
SUDBURY A,ONTARIO,6068150,4132,71730,YSB,46.63,-80.8,463732000,-804752000,348.39,1954,2013,1980,2013,1954,2013,1954,2013
SUDBURY A,ONTARIO,6068153,50840,71730,YSB,46.63,-80.8,463732000,-804752000,348.4,2013,2023,2013,2020,2013,2023,NA,NA
EARLTON A,ONTARIO,6072223,49489,71684,YXR,47.7,-79.85,474142000,-795056000,243.8,2011,2023,2011,2020,2011,2023,NA,NA
EARLTON AWOS,ONTARIO,6072224,30246,NA,,47.7,-79.85,474142000,-795056000,243.4,2000,2011,2000,2011,2000,2011,2004,2006
EARLTON A,ONTARIO,6072225,4145,NA,YXR,47.7,-79.85,474200000,-795100000,243.2,1938,2005,1980,2005,1938,2005,1938,2004
EARLTON CLIMATE,ONTARIO,6072230,47687,71213,TXR,47.7,-79.85,474142000,-795056000,243.4,2008,2023,2008,2020,2008,2023,NA,NA
KAPUSKASING A,ONTARIO,6073975,4157,NA,,49.41,-82.47,492450000,-822803000,226.5,1937,2014,1980,2014,1937,2014,1937,2014
KAPUSKASING A,ONTARIO,6073976,52604,71831,YYU,49.41,-82.47,492442000,-822806000,226.5,2014,2023,2014,2020,2014,2023,NA,NA
KAPUSKASING A,ONTARIO,6073978,54260,NA,YYU,49.41,-82.47,492442000,-822806000,226.5,2016,2023,2016,2020,2018,2023,NA,NA
KAPUSKASING CDA ON,ONTARIO,6073980,30435,71299,XKA,49.41,-82.44,492423000,-822637000,218,2000,2023,2000,2020,2000,2023,2002,2006
KIRKLAND LAKE CS,ONTARIO,6074211,27535,71301,XKI,48.15,-80,480900000,-800000000,324,1997,2022,1997,2020,1997,2022,1997,2006
MOOSONEE,ONTARIO,6075420,48950,71398,YMO,51.29,-80.61,511728000,-803628000,9.1,2010,2023,2010,2020,2010,2023,NA,NA
MOOSONEE UA,ONTARIO,6075425,4168,71836,WZC,51.27,-80.65,511600000,-803900000,10,1932,2023,1980,2020,1932,2023,1932,2006
MOOSONEE A,ONTARIO,6075428,7632,71836,YMO,51.29,-80.61,511729000,-803627000,9.1,1994,2006,1994,2006,1995,2006,NA,NA
MOOSONEE AWOS,ONTARIO,6075431,30242,71836,YMO,51.28,-80.6,511700000,-803600000,9.1,2006,2010,2006,2010,2006,2010,NA,NA
MOOSONEE RCS,ONTARIO,6075435,42123,71309,XZC,51.29,-80.62,511730000,-803705000,9.1,2003,2022,2003,2020,2003,2022,2003,2006
NAGAGAMI (AUT),ONTARIO,6075543,7633,71832,WNZ,49.75,-84.16,494448600,-840949300,264,1993,2023,1993,2020,1993,2023,2003,2006
OGOKI POST A,ONTARIO,6075786,52898,71652,YKP,51.66,-85.9,513931000,-855404000,181,2014,2023,2014,2020,2014,2023,NA,NA
TIMMINS CLIMATE,ONTARIO,6078282,47547,71193,TMS,48.56,-81.39,483326000,-812325000,294.4,2008,2023,2008,2020,2008,2023,NA,NA
TIMMINS VICTOR POWER A,ONTARIO,6078285,4180,71739,YTS,48.57,-81.38,483411000,-812236000,294.7,1955,2012,1980,2012,1955,2012,1955,2011
TIMMINS A,ONTARIO,6078286,50460,71739,YTS,48.57,-81.38,483414000,-812236000,294.7,2012,2023,2012,2020,2012,2023,NA,NA
ONAKAWANA (AUT),ONTARIO,607EP80,10685,NA,WOQ,50.6,-81.42,503600000,-812500000,42.1,1994,1997,1994,1997,NA,NA,NA,NA
ALGONQUIN PARK EAST GATE,ONTARIO,6080192,42967,71581,TNK,45.53,-78.27,453200000,-781600000,397,2004,2023,2004,2020,2004,2023,2005,2006
NORTH BAY A,ONTARIO,6085680,52318,71731,YYB,46.36,-79.42,462150000,-792527000,370.3,2014,2023,2014,2020,2014,2023,NA,NA
NORTH BAY AIRPORT,ONTARIO,6085695,54604,73016,TZN,46.38,-79.4,462230000,-792409000,370.3,2017,2023,2017,2020,2017,2023,NA,NA
NORTH BAY A,ONTARIO,6085700,4201,71731,YYB,46.36,-79.42,462149000,-792522000,370.3,1939,2013,1980,2013,1939,2013,1939,2013
NORTH BAY A,ONTARIO,6085701,50839,NA,YYB,46.36,-79.42,462150000,-792527000,370.3,2013,2023,2013,2020,2013,2014,NA,NA
NORTH BAY NIPISSING(AUT),ONTARIO,6085703,7647,NA,,46.32,-79.48,461900000,-792900000,203.5,1994,1998,1994,1998,1994,1998,NA,NA
GORE BAY-MANITOULIN,ONTARIO,6092919,48372,NA,YZE,45.88,-82.57,455254000,-823402000,189.89,2009,2023,2009,2020,2018,2023,NA,NA
GORE BAY CLIMATE,ONTARIO,6092920,48788,71956,TZE,45.88,-82.57,455300000,-823400000,188.6,2010,2023,2010,2020,2010,2023,NA,NA
GORE BAY A,ONTARIO,6092925,4209,NA,YZE,45.88,-82.57,455300000,-823400000,193.5,1947,2006,1980,2006,1947,2006,1947,2006
GORE BAY  AWOS,ONTARIO,6092930,30240,NA,OZE,45.88,-82.57,455300000,-823400000,193.5,2005,2012,2005,2012,2005,2011,2006,2006
GREAT DUCK ISLAND (AUT),ONTARIO,6093005,7981,71462,WNL,45.63,-82.95,453800000,-825700000,182.8,1994,2021,1994,2020,1994,2021,NA,NA
ALEXANDRIA,ONTARIO,6100166,42003,NA,TAL,45.32,-74.61,451925000,-743651000,77,2003,2006,2003,2006,2003,2006,NA,NA
ALFRED,ONTARIO,6100176,42006,NA,TAE,45.56,-74.88,453318000,-745232000,57,2003,2007,2003,2007,2003,2007,NA,NA
BROCKVILLE CLIMATE,ONTARIO,6100970,47567,71161,TBO,44.64,-75.75,443807000,-754454000,120.4,2008,2023,2008,2020,2008,2023,NA,NA
CORNWALL,ONTARIO,6101875,42004,NA,TCW,45.03,-74.68,450153000,-744053000,58,2003,2007,2003,2007,2003,2007,NA,NA
GRENADIER ISLAND,ONTARIO,6103024,10903,71281,WGH,44.42,-75.85,442500000,-755100000,82,1994,2023,1994,2020,1994,2023,1997,2006
IROQUOIS,ONTARIO,6103808,10950,NA,WIH,44.83,-75.33,445000000,-752000000,74.1,1994,1995,1994,1995,NA,NA,NA,NA
KEMPTVILLE CS,ONTARIO,6104027,27534,71300,XKE,45,-75.63,450000000,-753800000,99.4,1997,2023,1997,2020,1997,2023,1997,2006
KINGSTON CLIMATE,ONTARIO,6104142,47267,71820,TKG,44.22,-76.6,441324000,-763558000,93,2008,2023,2008,2020,2008,2023,NA,NA
KINGSTON A,ONTARIO,6104146,4295,NA,YGK,44.22,-76.6,441307092,-763548008,92.4,1930,2012,1980,2012,1930,1996,1930,1996
KINGSTON A,ONTARIO,6104149,50428,NA,YGK,44.23,-76.6,441333000,-763548000,92.4,2012,2023,2012,2020,NA,NA,NA,NA
